14/09/2018 13:45:26.979 [main] INFO  h.b.t.a.TasksRunnerApplication - Starting TasksRunnerApplication v1.0-SNAPSHOT on daniel-HP-240-G4-Notebook-PC with PID 8838 (/home/daniel/Documents/Work/IdeaProjects/Tsoft-Analytics-Bridge/hubble.backend.tasksrunner/target/hubble.backend.tasksrunner-1.0-SNAPSHOT.jar started by daniel in /home/daniel/Documents/Work/IdeaProjects/Tsoft-Analytics-Bridge/hubble.backend.tasksrunner/target) 
14/09/2018 13:45:35.147 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*] 
14/09/2018 13:45:35.148 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*] 
14/09/2018 13:45:36.719 [main] INFO  org.mongodb.driver.cluster - Cluster created with settings {hosts=[localhost:27017], mode=SINGLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms', maxWaitQueueSize=50} 
14/09/2018 13:45:37.135 [cluster-ClusterId{value='5b9be5b03647232286424c42', description='null'}-localhost:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:1, serverValue:3}] to localhost:27017 
14/09/2018 13:45:37.146 [cluster-ClusterId{value='5b9be5b03647232286424c42', description='null'}-localhost:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=localhost:27017, type=STANDALONE, state=CONNECTED, ok=true, version=ServerVersion{versionList=[3, 6, 3]}, minWireVersion=0, maxWireVersion=6, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=7598146} 
14/09/2018 13:45:44.958 [main] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:2, serverValue:4}] to localhost:27017 
14/09/2018 13:45:45.359 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/providers/alm/test],methods=[POST]}" onto public org.springframework.http.ResponseEntity<java.lang.Void> hubble.backend.tasksrunner.communication.controllers.TestConnectionController.testALMConnection(org.json.simple.JSONObject) 
14/09/2018 13:45:45.366 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/providers/bsm/test],methods=[POST]}" onto public org.springframework.http.ResponseEntity<java.lang.Void> hubble.backend.tasksrunner.communication.controllers.TestConnectionController.testBSMConnection(org.json.simple.JSONObject) 
14/09/2018 13:45:45.367 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/providers/jira/test],methods=[POST]}" onto public org.springframework.http.ResponseEntity<java.lang.Void> hubble.backend.tasksrunner.communication.controllers.TestConnectionController.testJIRAConnection(org.json.simple.JSONObject) 
14/09/2018 13:45:45.368 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/providers/ppm/test],methods=[POST]}" onto public org.springframework.http.ResponseEntity<java.lang.Void> hubble.backend.tasksrunner.communication.controllers.TestConnectionController.testPPMConnection(org.json.simple.JSONObject) 
14/09/2018 13:45:45.369 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/providers/sitescope/test],methods=[POST]}" onto public org.springframework.http.ResponseEntity<java.lang.Void> hubble.backend.tasksrunner.communication.controllers.TestConnectionController.testSitescopeConnection(org.json.simple.JSONObject) 
14/09/2018 13:45:45.371 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/reschedule],methods=[PATCH]}" onto public org.springframework.http.ResponseEntity<java.lang.Void> hubble.backend.tasksrunner.communication.controllers.RescheduleController.reschedule(java.lang.String) 
14/09/2018 13:45:45.372 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/execute],methods=[POST]}" onto public org.springframework.http.ResponseEntity<java.lang.Void> hubble.backend.tasksrunner.communication.controllers.ExecutionController.execute(java.lang.String) 
14/09/2018 13:45:45.419 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/swagger-resources/configuration/ui]}" onto public org.springframework.http.ResponseEntity<springfox.documentation.swagger.web.UiConfiguration> springfox.documentation.swagger.web.ApiResourceController.uiConfiguration() 
14/09/2018 13:45:45.421 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/swagger-resources]}" onto public org.springframework.http.ResponseEntity<java.util.List<springfox.documentation.swagger.web.SwaggerResource>> springfox.documentation.swagger.web.ApiResourceController.swaggerResources() 
14/09/2018 13:45:45.423 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/swagger-resources/configuration/security]}" onto public org.springframework.http.ResponseEntity<springfox.documentation.swagger.web.SecurityConfiguration> springfox.documentation.swagger.web.ApiResourceController.securityConfiguration() 
14/09/2018 13:45:45.446 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) 
14/09/2018 13:45:45.447 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest) 
14/09/2018 13:45:46.541 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)] 
14/09/2018 13:45:48.088 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@7fe8c9eb: startup date [Fri Sep 14 13:45:27 ART 2018]; root of context hierarchy 
14/09/2018 13:45:48.601 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler] 
14/09/2018 13:45:48.601 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler] 
14/09/2018 13:45:48.907 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler] 
14/09/2018 13:45:50.157 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Registering beans for JMX exposure on startup 
14/09/2018 13:45:50.237 [main] INFO  o.s.c.s.DefaultLifecycleProcessor - Starting beans in phase 2147483647 
14/09/2018 13:45:50.238 [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Context refreshed 
14/09/2018 13:45:50.805 [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s) 
14/09/2018 13:45:50.964 [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Scanning for api listing references 
14/09/2018 13:45:51.773 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8090"] 
14/09/2018 13:45:51.838 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8090"] 
14/09/2018 13:45:51.848 [main] INFO  o.a.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read 
14/09/2018 13:45:51.917 [main] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer - Tomcat started on port(s): 8090 (http) 
14/09/2018 13:45:51.942 [main] INFO  h.b.t.a.TasksRunnerApplication - Started TasksRunnerApplication in 26.7 seconds (JVM running for 31.949) 
14/09/2018 13:45:52.444 [main] INFO  org.quartz.impl.StdSchedulerFactory - Using default implementation for ThreadExecutor 
14/09/2018 13:45:52.542 [main] INFO  o.quartz.core.SchedulerSignalerImpl - Initialized Scheduler Signaller of type: class org.quartz.core.SchedulerSignalerImpl 
14/09/2018 13:45:52.544 [main] INFO  org.quartz.core.QuartzScheduler - Quartz Scheduler v.2.2.1 created. 
14/09/2018 13:45:52.545 [main] INFO  org.quartz.simpl.RAMJobStore - RAMJobStore initialized. 
14/09/2018 13:45:52.547 [main] INFO  org.quartz.core.QuartzScheduler - Scheduler meta-data: Quartz Scheduler (v2.2.1) '"Hubble Job Quartz Scheduler"' with instanceId 'NON_CLUSTERED'
  Scheduler class: 'org.quartz.core.QuartzScheduler' - running locally.
  NOT STARTED.
  Currently in standby mode.
  Number of jobs executed: 0
  Using thread pool 'org.quartz.simpl.SimpleThreadPool' - with 5 threads.
  Using job-store 'org.quartz.simpl.RAMJobStore' - which does not support persistence. and is not clustered.
 
14/09/2018 13:45:52.547 [main] INFO  org.quartz.impl.StdSchedulerFactory - Quartz scheduler '"Hubble Job Quartz Scheduler"' initialized from default resource file in Quartz package: 'quartz.properties' 
14/09/2018 13:45:52.547 [main] INFO  org.quartz.impl.StdSchedulerFactory - Quartz scheduler version: 2.2.1 
14/09/2018 13:45:53.967 [main] INFO  org.quartz.core.QuartzScheduler - Scheduler "Hubble Job Quartz Scheduler"_$_NON_CLUSTERED started. 
14/09/2018 13:46:04.878 [http-nio-8090-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet' 
14/09/2018 13:46:04.879 [http-nio-8090-exec-1] INFO  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization started 
14/09/2018 13:46:04.982 [http-nio-8090-exec-1] INFO  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization completed in 103 ms 
14/09/2018 13:46:10.432 ["Hubble Job Quartz Scheduler"_Worker-2] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:3, serverValue:5}] to localhost:27017 
14/09/2018 13:46:13.260 ["Hubble Job Quartz Scheduler"_Worker-3] ERROR c.s.x.i.messaging.saaj.client.p2p - SAAJ0009: Message send failed 
14/09/2018 13:46:13.261 ["Hubble Job Quartz Scheduler"_Worker-3] WARN  h.b.p.p.i.bsm.BsmParserDataImpl - No se obtuvo data de BSM 
14/09/2018 13:46:13.291 ["Hubble Job Quartz Scheduler"_Worker-3] INFO  h.b.p.c.f.TaskRunnerExecutionFactory - Ejecucion de bsm. Resultado: FAILURE 
14/09/2018 13:46:13.342 ["Hubble Job Quartz Scheduler"_Worker-3] INFO  h.b.p.c.f.TaskRunnerExecutionFactory - Ejecucion de bsm. Resultado: FAILURE 
14/09/2018 13:46:13.350 ["Hubble Job Quartz Scheduler"_Worker-3] INFO  h.b.p.c.f.TaskRunnerExecutionFactory - Ejecucion de bsm. Resultado: FAILURE 
14/09/2018 13:46:19.364 ["Hubble Job Quartz Scheduler"_Worker-4] ERROR c.s.x.i.messaging.saaj.client.p2p - SAAJ0009: Message send failed 
14/09/2018 13:46:19.365 ["Hubble Job Quartz Scheduler"_Worker-4] WARN  h.b.p.p.i.bsm.BsmParserDataImpl - No se obtuvo data de BSM 
14/09/2018 13:46:19.369 ["Hubble Job Quartz Scheduler"_Worker-4] INFO  h.b.p.c.f.TaskRunnerExecutionFactory - Ejecucion de bsm. Resultado: FAILURE 
14/09/2018 13:46:19.372 ["Hubble Job Quartz Scheduler"_Worker-4] INFO  h.b.p.c.f.TaskRunnerExecutionFactory - Ejecucion de bsm. Resultado: FAILURE 
14/09/2018 13:46:19.373 ["Hubble Job Quartz Scheduler"_Worker-4] INFO  h.b.p.c.f.TaskRunnerExecutionFactory - Ejecucion de bsm. Resultado: FAILURE 
14/09/2018 13:46:31.637 ["Hubble Job Quartz Scheduler"_Worker-1] INFO  h.b.p.c.f.TaskRunnerExecutionFactory - Ejecucion de jira. Resultado: SUCCESS 
14/09/2018 13:46:31.638 ["Hubble Job Quartz Scheduler"_Worker-1] INFO  h.b.p.c.f.TaskRunnerExecutionFactory - Ejecucion de jira. Resultado: SUCCESS 
14/09/2018 13:46:31.639 ["Hubble Job Quartz Scheduler"_Worker-1] INFO  h.b.p.c.f.TaskRunnerExecutionFactory - Ejecucion de jira. Resultado: SUCCESS 
14/09/2018 13:46:47.240 ["Hubble Job Quartz Scheduler"_Worker-3] INFO  h.b.p.c.f.TaskRunnerExecutionFactory - Ejecucion de sitescope. Resultado: SUCCESS 
14/09/2018 13:46:47.244 ["Hubble Job Quartz Scheduler"_Worker-3] INFO  h.b.p.c.f.TaskRunnerExecutionFactory - Ejecucion de sitescope. Resultado: SUCCESS 
14/09/2018 13:46:47.245 ["Hubble Job Quartz Scheduler"_Worker-3] INFO  h.b.p.c.f.TaskRunnerExecutionFactory - Ejecucion de sitescope. Resultado: SUCCESS 
14/09/2018 13:46:49.760 ["Hubble Job Quartz Scheduler"_Worker-5] INFO  h.b.p.c.f.TaskRunnerExecutionFactory - Ejecucion de alm. Resultado: SUCCESS 
14/09/2018 13:46:49.762 ["Hubble Job Quartz Scheduler"_Worker-5] INFO  h.b.p.c.f.TaskRunnerExecutionFactory - Ejecucion de alm. Resultado: SUCCESS 
14/09/2018 13:46:49.763 ["Hubble Job Quartz Scheduler"_Worker-5] INFO  h.b.p.c.f.TaskRunnerExecutionFactory - Ejecucion de alm. Resultado: SUCCESS 
14/09/2018 13:47:38.221 ["Hubble Job Quartz Scheduler"_Worker-2] WARN  h.b.p.p.i.ppm.PpmDataParserImpl - Ppm field for applications and ids map not correctly configured in properties file for specified app name:  
14/09/2018 13:47:38.230 ["Hubble Job Quartz Scheduler"_Worker-2] WARN  h.b.p.p.i.ppm.PpmDataParserImpl - Ppm field for applications and ids map not correctly configured in properties file for specified app name:  
14/09/2018 13:47:38.241 ["Hubble Job Quartz Scheduler"_Worker-2] WARN  h.b.p.p.i.ppm.PpmDataParserImpl - Ppm field for applications and ids map not correctly configured in properties file for specified app name:  
14/09/2018 13:47:38.248 ["Hubble Job Quartz Scheduler"_Worker-2] WARN  h.b.p.p.i.ppm.PpmDataParserImpl - Ppm field for applications and ids map not correctly configured in properties file for specified app name:  
14/09/2018 13:47:38.259 ["Hubble Job Quartz Scheduler"_Worker-2] WARN  h.b.p.p.i.ppm.PpmDataParserImpl - Ppm field for applications and ids map not correctly configured in properties file for specified app name:  
14/09/2018 13:47:38.264 ["Hubble Job Quartz Scheduler"_Worker-2] WARN  h.b.p.p.i.ppm.PpmDataParserImpl - Ppm field for applications and ids map not correctly configured in properties file for specified app name:  
14/09/2018 13:47:38.282 ["Hubble Job Quartz Scheduler"_Worker-2] WARN  h.b.p.p.i.ppm.PpmDataParserImpl - Ppm field for applications and ids map not correctly configured in properties file for specified app name:  
14/09/2018 13:47:38.289 ["Hubble Job Quartz Scheduler"_Worker-2] WARN  h.b.p.p.i.ppm.PpmDataParserImpl - Ppm field for applications and ids map not correctly configured in properties file for specified app name:  
14/09/2018 13:47:38.298 ["Hubble Job Quartz Scheduler"_Worker-2] WARN  h.b.p.p.i.ppm.PpmDataParserImpl - Ppm field for applications and ids map not correctly configured in properties file for specified app name:  
14/09/2018 13:47:38.314 ["Hubble Job Quartz Scheduler"_Worker-2] WARN  h.b.p.p.i.ppm.PpmDataParserImpl - Ppm field for applications and ids map not correctly configured in properties file for specified app name:  
14/09/2018 13:47:38.323 ["Hubble Job Quartz Scheduler"_Worker-2] WARN  h.b.p.p.i.ppm.PpmDataParserImpl - Ppm field for applications and ids map not correctly configured in properties file for specified app name:  
14/09/2018 13:47:38.328 ["Hubble Job Quartz Scheduler"_Worker-2] WARN  h.b.p.p.i.ppm.PpmDataParserImpl - Ppm field for applications and ids map not correctly configured in properties file for specified app name:  
14/09/2018 13:47:38.332 ["Hubble Job Quartz Scheduler"_Worker-2] WARN  h.b.p.p.i.ppm.PpmDataParserImpl - Ppm field for applications and ids map not correctly configured in properties file for specified app name:  
14/09/2018 13:47:38.337 ["Hubble Job Quartz Scheduler"_Worker-2] WARN  h.b.p.p.i.ppm.PpmDataParserImpl - Ppm field for applications and ids map not correctly configured in properties file for specified app name:  
14/09/2018 13:47:38.342 ["Hubble Job Quartz Scheduler"_Worker-2] WARN  h.b.p.p.i.ppm.PpmDataParserImpl - Ppm field for applications and ids map not correctly configured in properties file for specified app name:  
14/09/2018 13:47:38.346 ["Hubble Job Quartz Scheduler"_Worker-2] WARN  h.b.p.p.i.ppm.PpmDataParserImpl - Ppm field for applications and ids map not correctly configured in properties file for specified app name:  
14/09/2018 13:47:38.350 ["Hubble Job Quartz Scheduler"_Worker-2] WARN  h.b.p.p.i.ppm.PpmDataParserImpl - Ppm field for applications and ids map not correctly configured in properties file for specified app name:  
14/09/2018 13:47:38.358 ["Hubble Job Quartz Scheduler"_Worker-2] WARN  h.b.p.p.i.ppm.PpmDataParserImpl - Ppm field for applications and ids map not correctly configured in properties file for specified app name:  
14/09/2018 13:47:38.366 ["Hubble Job Quartz Scheduler"_Worker-2] WARN  h.b.p.p.i.ppm.PpmDataParserImpl - Ppm field for applications and ids map not correctly configured in properties file for specified app name:  
14/09/2018 13:47:38.375 ["Hubble Job Quartz Scheduler"_Worker-2] WARN  h.b.p.p.i.ppm.PpmDataParserImpl - Ppm field for applications and ids map not correctly configured in properties file for specified app name:  
14/09/2018 13:47:38.387 ["Hubble Job Quartz Scheduler"_Worker-2] WARN  h.b.p.p.i.ppm.PpmDataParserImpl - Ppm field for applications and ids map not correctly configured in properties file for specified app name:  
14/09/2018 13:47:38.391 ["Hubble Job Quartz Scheduler"_Worker-2] WARN  h.b.p.p.i.ppm.PpmDataParserImpl - Ppm field for applications and ids map not correctly configured in properties file for specified app name:  
14/09/2018 13:47:39.846 ["Hubble Job Quartz Scheduler"_Worker-2] WARN  h.b.p.p.i.ppm.PpmDataParserImpl - Ppm field for applications and ids map not correctly configured in properties file for specified app name: Banca MÃ³vil 
14/09/2018 13:47:39.931 ["Hubble Job Quartz Scheduler"_Worker-2] INFO  h.b.p.c.f.TaskRunnerExecutionFactory - Ejecucion de ppm. Resultado: SUCCESS 
14/09/2018 13:47:39.932 ["Hubble Job Quartz Scheduler"_Worker-2] INFO  h.b.p.c.f.TaskRunnerExecutionFactory - Ejecucion de ppm. Resultado: SUCCESS 
14/09/2018 13:47:39.933 ["Hubble Job Quartz Scheduler"_Worker-2] INFO  h.b.p.c.f.TaskRunnerExecutionFactory - Ejecucion de ppm. Resultado: SUCCESS 
